lab_name,testcode,name,addnames,paneldetails,panelnames,posttests,preparment,kind,limitations,vessel,color,volume,bloodamount,pretransportconditions,transportconditions,maxtime,addressee,testpurpose,clinicalinfo,method,processingtime,specialdays,outtermonitoring,pricecode,comments
אימונולוגיה קלינית,812118810,LIVER9,,806772010,Actinin Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806773010,F actin - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806774010,LC1 (Liver Cystolic Type 1) Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806775010,LKM1 (Liver Kidney Microsomal Type 1) Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806776010,SLA/LP (Soluble Liver Antigen / Liver Pancreas) Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806777010,Gp210 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806778010,Sp100 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812118810,LIVER9,,806779010,Mitochondrial M2 Ab - blood,,,,,,,,,,,,,,,,,,,,
וירולוגיה וסרולוגיה,812110809,Human Papiloma virus,HPV,812117800,HPV OTHER HR,,,Thin Prep ,,Thin Prep ,-- No Color assigned --,לא רלבנטי,,,טמפ' החדר,"בהקדם האפשרי , לא יאוחר מ 21 ימים",המעבדה המיקרוביולוגית,"זיהוי זני נגיף הפפילומה  (HPV) העלולים לגרום לסרטן צואר הרחם (למעט זנים 16, 18 שנבדקים בנפרד)",,RT-PCR‏,ימים 24,לא,CAP,87622,קוד לפרופיל.  הבדיקה מבוצעת רק בנשים בדגימות שנלקחות ב -  Thin Prep
וירולוגיה וסרולוגיה,812110809,Human Papiloma virus,HPV,812115800,HPV 16,,,Thin Prep ,,Thin Prep ,-- No Color assigned --,לא רלבנטי,,,טמפ' החדר,"בהקדם האפשרי , לא יאוחר מ 21 ימים",המעבדה המיקרוביולוגית,זיהוי הזן HPV 16,,RT-PCR‏,,לא,CAP,87622,קוד לפרופיל.  הבדיקה מבוצעת רק בנשים בדגימות שנלקחות ב -  Thin Prep
וירולוגיה וסרולוגיה,812110809,Human Papiloma virus,HPV,812116800,HPV 18,,,Thin Prep ,,Thin Prep ,-- No Color assigned --,לא רלבנטי,,,טמפ' החדר,"בהקדם האפשרי , לא יאוחר מ 21 ימים",המעבדה המיקרוביולוגית,זיהוי הזן HPV 18,,RT-PCR‏,,לא,CAP,87622,קוד לפרופיל.  הבדיקה מבוצעת רק בנשים בדגימות שנלקחות ב -  Thin Prep
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812088800,campylobacter,,,צואה,,כלי יעודי לבדיקות צואה‏,-- No Color assigned --,מעט צואה‏,,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,"גילוי מחוללים חיידקים, ויראלים ופרזיטים של זיהומי מערכת העיכול‏",,FILM ARRAY‏,ימים 4 ,לא,לא,L7179,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812089800,clostridium difficile toxin A/B,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812090800,plesiomonas shigelloides,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812091800,salmonella,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812092800,vibrio,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812093800,vibrio cholerae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812094800,yersinia enterocolitica,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812095800,enteroaggregative E.coli (EAEC),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812096800,enterophatogenic E.coli (EPEC),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812097800,enterotoxigenic E.coli (ETEC) It/st,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812098800,shiga-like toxin- producing E.coli (STEC) stx1/stx2,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812099800,E.coli O157,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812100800,Shigella/Enteroinvasive E.coli (EIEC),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812101800,cryptosporidium,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812102800,cyclospora cayetanensis,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812103800,entamoeba histolytica,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812104800,giardia lamblia,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812105800,adenovieus F40/41,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812106800,astrovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812107800,norovirus GI/GII,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812108800,rotavirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812087809,FilmArray GI,BioFire GI,812109800,sapovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812070800,Adenovirus,,,UTM/BAL,,UTM,-- No Color assigned --,לא רלבנטי‏,,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,גילוי מחוללים ויראלים וחיידקים אטיפיים הגורמים לזיהומי מערכת הנשימה העליונה‏,,FILM ARRAY‏,ימים 4,לא,CAP,L7178,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812071800,Coronavirus 229E,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812072800,Coronavirus HKU1,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812073800,Coronavirus NL63,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812074800,Coronavirus OC43,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,,Middle East respiratory syndrome coronavirus (MERS-CoV),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,,Severe Acute respiratory syndrome coronavirus 2 (SARS-CoV-2),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812075800,Human Metapneumovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812076800,Human Rhinovirus/Enterovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812077800,Influenza A,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812078800,Influenza B,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812079800,Parainfluenza Virus 1,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812080800,Parainfluenza Virus 2,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812081800,Parainfluenza Virus 3,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812082800,Parainfluenza Virus 4,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812083800,Respiratory Syncytial Virus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,,Bordetella parapertussis (IS1001),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812084800,Bordetella pertussis (ptxP),,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812085800,Chlamydophila pneumoniae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812069809,FilmArray RP,Biofire RP,812086800,Mycoplasma pneumoniae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812055800,Escherichia coli K1,,,CSF,,במבחנה סטרילית ,פקק שחור,"0.5מ""ל נוזל שדרה",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,גילוי מחוללים של מנינגיטיס/אנצפליטיס‏,,FILM  ARRAY‏,ימים 3 ,לא,CAP,L7177,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812056800,Haemophilus influenzae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812057800,Listeria monocytogenes,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812058800,Neisseria meningitidis,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812059800,Streptococcus agalactiae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812060800,Streptococcus pneumoniae,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812061800,Cytomegalovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812062800,Enterovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812063800,Herpes simplex virus 1,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812064800,Herpes simplex virus 2,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812065800,Human herpesvirus 6,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812066800,Human parechovirus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812067800,Varicella zoster virus,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812054809,FilmArray ME,BioFire ME,812068800,Cryptococcus neoformans/gattii,,,,,,,,,,קירור,,,,,,,,,,
וירולוגיה וסרולוגיה,812045479,Pertusis/Parapertusis RT-PCR,שעלת,807153000,Pertusis,,,UTM,,UTM,-- No Color assigned --,לא רלבנטי,,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,זיהוי החיידק Pertusis ,,RT-PCR,ימים 20,לא,CAP,887250,
וירולוגיה וסרולוגיה,812045479,Pertusis/Parapertusis RT-PCR,שעלת,807098800,Parapertusis,,,UTM,,UTM,-- No Color assigned --,לא רלבנטי,,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,זיהוי החיידק Parapertusis,,RT-PCR,ימים 20,לא,CAP,87250,
וירולוגיה וסרולוגיה,812042850,Human Herpes Virus  6 A/B (HH6V) RT-PCR plasma ,,812043030,HH6V type A,,,CSF,,פקק שחור סטרילית‏,-- No Color assigned --,"  0.5מ""ל נוזל שדרה",,,קירור,"בהקדם האפשרי , לא יאוחר מ 24 שעות",המעבדה המיקרוביולוגית,זיהוי נגיף הרפס 6 זן A בנוזל שידרה‏,,RT-PCR‏,ימים 24,לא,CAP,87250,מחיר לפרופיל
וירולוגיה וסרולוגיה,812042850,Human Herpes Virus  6 A/B (HH6V) RT-PCR plasma ,,812044030,HH6V type B,,,CSF,,פקק שחור סטרילית‏,-- No Color assigned --,"  0.5מ""ל נוזל שדרה",,,קירור,"בהקדם האפשרי , לא יאוחר מ 24 שעות",המעבדה המיקרוביולוגית,זיהוי נגיף הרפס 6 זן B בנוזל שידרה‏,,RT-PCR‏,,לא,CAP,87250,מחיר לפרופיל
וירולוגיה וסרולוגיה,812042039,Human Herpes Virus  6 A/B (HH6V) RT-PCR CSF,,812043050,HH6V type A,,,דם מלא,,מבחנת ספירה,violet,"4מ""ל דם",,אין להשתשמש במבחנה עם הפרין‏,קירור,"בהקדם האפשרי , לא יאוחר מ 24 שעות",המעבדה המיקרוביולוגית,זיהוי נגיף הרפס 6 זן A בדם,,RT-PCR‏,ימים 24,לא,CAP,87250,מחיר לפרופיל
וירולוגיה וסרולוגיה,812042039,Human Herpes Virus  6 A/B (HH6V) RT-PCR CSF,,812044050,HH6V type B,,,דם מלא,,מבחנת ספירה,violet,"4מ""ל דם",,אין להשתשמש במבחנה עם הפרין‏,קירור,"בהקדם האפשרי , לא יאוחר מ 24 שעות",המעבדה המיקרוביולוגית,זיהוי נגיף הרפס 6 זן B בדם,,RT-PCR‏,,לא,CAP,87250,מחיר לפרופיל
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812023050,Neuronal NMDR Ab - CSF,,ניקור מותני,נוזל שדרה,,מבחנה ללא חומר,-- No Color assigned --,1ml,,,,,מוקד מעבדות,"איתור נוגדנים לאנצפליטיס אוטואימונית.
נבדקים הנוגדנים הבאים:
Neuronal NMDR Ab
Neuronal CASPR2 Ab
Neuronal AMPAR1 Ab 
Neuronal LGI1 Ab 
Neuronal AMPAR2 Ab 
Neuronal GABAB Ab
","Patients with autoimmune encephalopathies exhibit autoantibodies against neuronal cell surface antigens. The antibodies are directed against glutamate receptors (type NMDA or type AMPA), GABAB receptors, VGKC-associated proteins (LGI1, CASPR2). Since these antigens play a direct or indirect role in synaptic signal transduction, the associated autoimmunities manifest with seizures and neuropsychiatric symptoms. The resulting conditions include special forms of autoimmune limbic encephalitis, neuromyotonia or Morvan’s syndrome. These severe, potentially lethal syndromes can have a non-paraneoplastic or paraneoplastic aetiology. The frequency of underlying tumours ranges from 10 to 70%, depending on the type of antibody. The antibodies most likely play a causal role in the pathogenesis. Since appropriate therapy (immunomodulatory intervention, tumour resection) results in considerable regression of symptoms in most patients, early diagnosis is important for a favourable prognosis.",CBA,14 ימים,לא,IFQ Neronal,86255 X 6,
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812024050,Neuronal CASPR2 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812025050,Neuronal AMPAR1 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812026050,Neuronal LGI1 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812027050,Neuronal AMPAR2 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022850,Neuronal AIE Ab panel - CSF ,Anti Autoimmune Encephlitis Ab's,812028050,Neuronal GABAB Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812023010,Neuronal NMDR Ab - blood,,יש לקחת דם ורידי באמצעות Vacutainer‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,"איתור נוגדנים לאנצפליטיס אוטואימונית.
נבדקים הנוגדנים הבאים:
Neuronal NMDR Ab
Neuronal CASPR2 Ab
Neuronal AMPAR1 Ab 
Neuronal LGI1 Ab 
Neuronal AMPAR2 Ab 
Neuronal GABAB Ab
","Patients with autoimmune encephalopathies exhibit autoantibodies against neuronal cell surface antigens. The antibodies are directed against glutamate receptors (type NMDA or type AMPA), GABAB receptors, VGKC-associated proteins (LGI1, CASPR2). Since these antigens play a direct or indirect role in synaptic signal transduction, the associated autoimmunities manifest with seizures and neuropsychiatric symptoms. The resulting conditions include special forms of autoimmune limbic encephalitis, neuromyotonia or Morvan’s syndrome. These severe, potentially lethal syndromes can have a non-paraneoplastic or paraneoplastic aetiology. The frequency of underlying tumours ranges from 10 to 70%, depending on the type of antibody. The antibodies most likely play a causal role in the pathogenesis. Since appropriate therapy (immunomodulatory intervention, tumour resection) results in considerable regression of symptoms in most patients, early diagnosis is important for a favourable prognosis.",CBA,14 ימים,לא,IFQ Neronal,86255 X 6,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812024010,Neuronal CASPR2 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812025010,Neuronal AMPAR1 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812026010,Neuronal LGI1 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812027010,Neuronal AMPAR2 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812022810,Neuronal AIE Ab panel -blood,Anti Autoimmune Encephlitis Ab's,812028010,Neuronal GABAB Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812016050,Neuronal Amphiphysin Ab - CSF,,ניקור מותני,נוזל שדרה,,,-- No Color assigned --,2ml‎,,,,,מוקד מעבדות,"זיהוי נוגדנים פאראנאופלסטים בנוזל שדרה
נבדקים הנוגדנים:
Neuronal Hu Ab = ANNA1
Neuronal Yo Ab = PCA1
Neuronal Ri Ab = ANNA2
Neuronal Amphiphysin Ab 
Neuronal CV2 Ab = CRMPS
Neural PNMA2 (Ma2/Ta) Ab
Neuronal Recoverin Ab 
Neuronal Soxi Ab 
Neuronal Titin Ab
","Paraneoplastic neurological syndromes (PNS) are diseases of the central and peripheral nervous system that occur in direct relation to tumour development. However, these are not caused directly by the tumour, by its metastases or by any side-effects from therapy using cytostatic drugs or radiation treatment. PNS occur in approximately 15% of malignant diseases, particularly in lung tumours.

Depending on the type of tumour, tumour cells express antigens, e.g. amphiphysin, CV2/CRMP5, PNMA2 (Ma2/ Ta), Ri, Yo, Hu, which can induce the formation of specific autoantibodies. These autoantibodies bind to the respective antigens localised in the nervous tissue and can thus cause neurological disorders.

In the literature two types of nomenclature are used for PNS-specific autoantibodies. One is based on the first two letters of the index patient's name (e.g. Hu for Hull, Yo for Young, Ma for Margret), the other on the initial letters of the immunohistochemical staining (ANNA = anti-nuclear neuronal antibodies). We use the nomenclature of Posner (anti-Hu, -Yo, -Ma etc.), since this is antigen-based and independent of the test procedure.",Immuniblot,21 ימים,לא,IFQ Neronal,86255 X 9,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812017050,Neuronal CV2 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812018050,Neuronal PNMA2 Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812019050,Neuronal Recoverin Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812020050,Neuronal Soxi Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,812021050,Neuronal Titin Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,806520050,Neuronal Hu Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,806521050,Neuronal Yo Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015850,Neuronal paraneoplastic Ab panel - CSF ,PNS-CSF,806522050,Neuronal Ri Ab - CSF,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812016010,Neuronal Amphiphysin Ab - blood,,יש לקחת דם ורידי באמצעות Vacutainer‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,"זיהוי נוגדנים פאראנאופלסטים בנוזל שדרה
נבדקים הנוגדנים:
Neuronal Hu Ab = ANNA1
Neuronal Yo Ab = PCA1
Neuronal Ri Ab = ANNA2
Neuronal Amphiphysin Ab 
Neuronal CV2 Ab = CRMPS
Neural PNMA2 (Ma2/Ta) Ab
Neuronal Recoverin Ab 
Neuronal Soxi Ab 
Neuronal Titin Ab
","Paraneoplastic neurological syndromes (PNS) are diseases of the central and peripheral nervous system that occur in direct relation to tumour development. However, these are not caused directly by the tumour, by its metastases or by any side-effects from therapy using cytostatic drugs or radiation treatment. PNS occur in approximately 15% of malignant diseases, particularly in lung tumours.

Depending on the type of tumour, tumour cells express antigens, e.g. amphiphysin, CV2/CRMP5, PNMA2 (Ma2/ Ta), Ri, Yo, Hu, which can induce the formation of specific autoantibodies. These autoantibodies bind to the respective antigens localised in the nervous tissue and can thus cause neurological disorders.

In the literature two types of nomenclature are used for PNS-specific autoantibodies. One is based on the first two letters of the index patient's name (e.g. Hu for Hull, Yo for Young, Ma for Margret), the other on the initial letters of the immunohistochemical staining (ANNA = anti-nuclear neuronal antibodies). We use the nomenclature of Posner (anti-Hu, -Yo, -Ma etc.), since this is antigen-based and independent of the test procedure.",Immuniblot,21 ימים,לא,IFQ Neronal,86255 X 9,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812017010,Neuronal CV2 Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812018010,Neural PNMA2 (Ma2/Ta) Ab-blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812019010,Neuronal Recoverin Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812020010,Neuronal Soxi Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,812021010,Neuronal Titin Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,806520010,Neuronal Hu Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,806521010,Neuronal Yo Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,812015810,Neuronal paraneoplastic Ab panel-Blood,PNS-Blood,806522010,Neuronal Ri Ab - blood,,,,,,,,,,,,,,,,,,,,
אימונולוגיה קלינית,811979810,Myositis Panel,Polymyositis/Dermatomyositis מיוזיטיס,811980010,Mi-2alpha,,יש לקחת דם ורידי באמצעות Vacutainer‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,,מוקד מעבדות,"גילוי נוגדנים ציטופלסמטיים במחלות שריר  אוטואימוניות   כגון: Polymyositis ו-Dermatomyositis.‏ 
הנוגדנים הנבדקים:
Mi-2α Ab
Mi-2β Ab
Ku Ab 
PM-Scl100 Ab 
PM-Scl75 Ab  
Jo1 Ab 
SRP Ab 
PL-7 Ab 
PL-12 Ab 
EJ Ab 
OJ Ab 
RO-52 Ab 
SAE 1 Ab
NXP 2 Ab
MDA 5 Ab
TIF-1γ Ab
cN-1A Ab
HMGCR Ab
","מחלות שריר  בעלות רקע אוטואימוני – דלקתי, דוגמת Polymyositis ו- Dermatomyositis,
 מהוות אתגר איבחוני מן המעלה הראשונה. הן עשויות להיות בקונטקסט אוטואימוני – דלקתי רגיל, דוגמת rheumatoid arthritis, לופוס, מחלת קרוהן, סקלרודרמה ומחלות רבות נוספות אבל הן עלולות להיות, בשכיחות לא מבוטלת,  ביטוי פארא-נאופלסטי –  הסתמנות ראשונה של מחלה ממארת, לפעמים, שנים  בטרם מאובחנת הממאירות עצמה. לכן, אבחון מחלת שריר דלקתית מחייב, על פי רוב, מאמץ לשלול קיום מחלה ממארת ברקע. קבוצה זאת של מחלות כוללת בתוכה תת-קבוצות אשר גם הן נבדלות, באופן ניכר, האחת מרעותה, במהלך הקליני (מעורבות שריר הלב, לדוגמא), בפרוגנוזה ובזיקה לממאירות. ברור אם כן הצורך החשוב  להבדיל מחלה אחת מרעותה כדי לתעל את הטיפול בחולה למסגרות המתאימות למצבו.  ‏",Immunoblot‏,45 ימים,לא,IFQ Myopathies,86255 X 8,
